"","X","sale_date","address","county","price","nfmp","vx","desc","year","price_adj","town","provence"
"346313",346387,"2018-12-17","65 glenheron view, glenheron, greystones","wicklow",449339,"No","Yes","New Dwelling house /Apartment",2018,509999.765,"greystones","leinster"
"346316",346390,"2018-12-17","66 glenheron view, greystones","wicklow",449339,"No","Yes","New Dwelling house /Apartment",2018,509999.765,"greystones","leinster"
"346759",346834,"2018-12-18","50 glenheron view, glenheron, greystones","wicklow",396475,"No","Yes","New Dwelling house /Apartment",2018,449999.125,"greystones","leinster"
"346795",346870,"2018-12-18","63 glenheron view, glenheron, greystones","wicklow",440484,"No","Yes","New Dwelling house /Apartment",2018,499949.34,"greystones","leinster"
"347228",347303,"2018-12-19","21 heathervue, greystones, wicklow","wicklow",535000,"No","No","Second-Hand Dwelling house /Apartment",2018,535000,"greystones","leinster"
"347298",347373,"2018-12-19","3 glenheron view, greystones","wicklow",588106,"No","Yes","New Dwelling house /Apartment",2018,667500.31,"greystones","leinster"
"347473",347548,"2018-12-19","64 glenheron view, glenheron, greystones","wicklow",432456.75,"No","Yes","New Dwelling house /Apartment",2018,490838.41125,"greystones","leinster"
"347526",347601,"2018-12-19","90 seabourne view, charlesland, greystones","wicklow",310000,"No","No","Second-Hand Dwelling house /Apartment",2018,310000,"greystones","leinster"
"347813",347889,"2018-12-20","158 charlesland wood, greystones, co wicklow","wicklow",225000,"No","No","Second-Hand Dwelling house /Apartment",2018,225000,"greystones","leinster"
"348035",348111,"2018-12-20","33 glenheron view, glenheron, greystones","wicklow",432457,"No","Yes","New Dwelling house /Apartment",2018,490838.695,"greystones","leinster"
"348109",348185,"2018-12-20","42 la touche park, greystones, co. wicklow","wicklow",718820,"No","No","Second-Hand Dwelling house /Apartment",2018,718820,"greystones","leinster"
"348131",348207,"2018-12-20","47 glenheron view, glenheron, greystones","wicklow",383260,"No","Yes","New Dwelling house /Apartment",2018,435000.1,"greystones","leinster"
"348195",348271,"2018-12-20","62 glenheron view, glenheron, greystones","wicklow",440484.11,"No","Yes","New Dwelling house /Apartment",2018,499949.46485,"greystones","leinster"
"348204",348280,"2018-12-20","69 charlesland wood, greystones, co wicklow","wicklow",205000,"No","No","Second-Hand Dwelling house /Apartment",2018,205000,"greystones","leinster"
"348781",348858,"2018-12-21","43 waverly avenue, blacklion, greystones","wicklow",374450,"No","Yes","New Dwelling house /Apartment",2018,425000.75,"greystones","leinster"
"349337",349414,"2019-01-04","236 charlesland park, greystones, wicklow","wicklow",245000,"No","No","Second-Hand Dwelling house /Apartment",2019,245000,"greystones","leinster"
"349648",349725,"2019-01-09","5 charlesland court, greystones, wicklow","wicklow",240000,"No","No","Second-Hand Dwelling house /Apartment",2019,240000,"greystones","leinster"
"349659",349736,"2019-01-09","7 redford rise, greystones, wicklow","wicklow",545000,"No","No","Second-Hand Dwelling house /Apartment",2019,545000,"greystones","leinster"
"349950",350027,"2019-01-11","57 kenmare heights, greystones, co wicklow","wicklow",350000,"No","No","Second-Hand Dwelling house /Apartment",2019,350000,"greystones","leinster"
"350116",350193,"2019-01-14","68 charlesland wood, the glen, greystones","wicklow",415000,"No","No","Second-Hand Dwelling house /Apartment",2019,415000,"greystones","leinster"
"350517",350594,"2019-01-17","48 glenheron view, greystones","wicklow",383260,"No","Yes","New Dwelling house /Apartment",2019,435000.1,"greystones","leinster"
"350610",350687,"2019-01-18","10 millbank, killincarrig, greystones","wicklow",625000,"No","No","Second-Hand Dwelling house /Apartment",2019,625000,"greystones","leinster"
"350658",350735,"2019-01-18","19 charlesland court, greystones, wicklow","wicklow",305000,"No","No","Second-Hand Dwelling house /Apartment",2019,305000,"greystones","leinster"
"350737",350814,"2019-01-18","5 earlscroft, greystones rd, bray","wicklow",560000,"No","No","Second-Hand Dwelling house /Apartment",2019,560000,"greystones","leinster"
"350750",350827,"2019-01-18","55 glenheron view, glenheron, greystones","wicklow",387665.2,"No","Yes","New Dwelling house /Apartment",2019,440000.002,"greystones","leinster"
"350753",350830,"2019-01-18","59 glenheron view, glenheron, greystones","wicklow",440484,"No","Yes","New Dwelling house /Apartment",2019,499949.34,"greystones","leinster"
"350762",350839,"2019-01-18","6 willowmere, redford park, greystones","wicklow",4e+05,"No","No","Second-Hand Dwelling house /Apartment",2019,4e+05,"greystones","leinster"
"351162",351239,"2019-01-23","14 willowmere, redford park, greystones","wicklow",286000,"No","No","Second-Hand Dwelling house /Apartment",2019,286000,"greystones","leinster"
"351206",351283,"2019-01-23","297 redford park, greystones, wicklow","wicklow",365000,"No","No","Second-Hand Dwelling house /Apartment",2019,365000,"greystones","leinster"
"351389",351466,"2019-01-24","36 seagreen gate, blacklion, greystones","wicklow",427312.77,"No","Yes","New Dwelling house /Apartment",2019,484999.99395,"greystones","leinster"
"351651",351728,"2019-01-25","65 burnaby heights, greystones, co. wicklow","wicklow",435000,"No","No","Second-Hand Dwelling house /Apartment",2019,435000,"greystones","leinster"
"351798",351875,"2019-01-28","204 charlesland park, greystones, co wicklow","wicklow",395000,"No","No","Second-Hand Dwelling house /Apartment",2019,395000,"greystones","leinster"
"351845",351922,"2019-01-28","52 glenheron view, glenheron, greystones","wicklow",383259,"No","Yes","New Dwelling house /Apartment",2019,434998.965,"greystones","leinster"
"352338",352416,"2019-01-31","45 waverly avenue, blacklion, greystones","wicklow",376651.98,"No","Yes","New Dwelling house /Apartment",2019,427499.9973,"greystones","leinster"
"352549",352627,"2019-02-01","3 knockroe, delgany, greystones","wicklow",387000,"No","No","Second-Hand Dwelling house /Apartment",2019,387000,"greystones","leinster"
"352583",352661,"2019-02-01","44 waverly avenue, waverly, greystones","wicklow",427500,"No","Yes","New Dwelling house /Apartment",2019,485212.5,"greystones","leinster"
"352838",352916,"2019-02-04","8 charlesland grove, greystones, wicklow","wicklow",293000,"No","No","Second-Hand Dwelling house /Apartment",2019,293000,"greystones","leinster"
"353335",353413,"2019-02-07","60 glenheron view, glenheron, greystones","wicklow",440486,"No","Yes","New Dwelling house /Apartment",2019,499951.61,"greystones","leinster"
"353514",353592,"2019-02-08","42 seagreen gate, blacklion manor, greystones","wicklow",484581.5,"No","Yes","New Dwelling house /Apartment",2019,550000.0025,"greystones","leinster"
"353518",353596,"2019-02-08","46 glenheron view, glenheron, greystones","wicklow",440484,"No","Yes","New Dwelling house /Apartment",2019,499949.34,"greystones","leinster"
"353862",353940,"2019-02-12","28 woodlands, greystones, co wicklow","wicklow",1e+06,"No","No","Second-Hand Dwelling house /Apartment",2019,1e+06,"greystones","leinster"
"353903",353981,"2019-02-12","6 woodlands, greystones, wicklow","wicklow",675000,"No","No","Second-Hand Dwelling house /Apartment",2019,675000,"greystones","leinster"
"353942",354020,"2019-02-12","cooleven, manor ave, greystones","wicklow",1075000,"No","No","Second-Hand Dwelling house /Apartment",2019,1075000,"greystones","leinster"
"354276",354354,"2019-02-14","61 glenheron view, glenheron, greystones","wicklow",458149.77,"No","Yes","New Dwelling house /Apartment",2019,519999.98895,"greystones","leinster"
"354280",354358,"2019-02-14","67 glenheron view, glenheron, greystones","wicklow",453744.49,"No","Yes","New Dwelling house /Apartment",2019,514999.99615,"greystones","leinster"
"354499",354577,"2019-02-15","27 glenheron view, gleneron, greystones","wicklow",550660.79,"No","Yes","New Dwelling house /Apartment",2019,624999.99665,"greystones","leinster"
"354738",354816,"2019-02-18","171 charlesland grove, greystones, wicklow","wicklow",326500,"No","No","Second-Hand Dwelling house /Apartment",2019,326500,"greystones","leinster"
"355357",355435,"2019-02-21","70 glenheron view, greystones, county wicklow","wicklow",397881.06,"No","Yes","New Dwelling house /Apartment",2019,451595.0031,"greystones","leinster"
"355703",355781,"2019-02-25","111 charlesland wood, charlesland, greystones","wicklow",3e+05,"No","No","Second-Hand Dwelling house /Apartment",2019,3e+05,"greystones","leinster"
"355735",355813,"2019-02-25","168 redford park, greystones, wicklow","wicklow",380000,"No","No","Second-Hand Dwelling house /Apartment",2019,380000,"greystones","leinster"
"355751",355829,"2019-02-25","19 glenheron view, glenheron park, greystones","wicklow",515419,"No","Yes","New Dwelling house /Apartment",2019,585000.565,"greystones","leinster"
"355860",355938,"2019-02-25","69 glenheron view, glenheron, greystones","wicklow",400880,"No","Yes","New Dwelling house /Apartment",2019,454998.8,"greystones","leinster"
"356007",356085,"2019-02-26","39 seagreen gate, greystones","wicklow",462555,"No","Yes","New Dwelling house /Apartment",2019,524999.925,"greystones","leinster"
"356236",356314,"2019-02-27","71 glenheron view, glenheron, greystones","wicklow",396475.77,"No","Yes","New Dwelling house /Apartment",2019,449999.99895,"greystones","leinster"
"356462",356540,"2019-02-28","5 charlesland park, greystones, wicklow","wicklow",310000,"No","No","Second-Hand Dwelling house /Apartment",2019,310000,"greystones","leinster"
"356685",356763,"2019-03-01","24 seabourne view apartments, greystones, co wicklow","wicklow",378000,"No","No","Second-Hand Dwelling house /Apartment",2019,378000,"greystones","leinster"
"356856",356934,"2019-03-01","sundial house, manor ave, greystones","wicklow",930000,"No","No","Second-Hand Dwelling house /Apartment",2019,930000,"greystones","leinster"
"356947",357025,"2019-03-04","35 seagreen gate, blacklion, greystones","wicklow",427312.78,"No","Yes","New Dwelling house /Apartment",2019,485000.0053,"greystones","leinster"
"357141",357219,"2019-03-05","74 charlesland court, charlesland, greystones","wicklow",230000,"No","No","Second-Hand Dwelling house /Apartment",2019,230000,"greystones","leinster"
"357220",357298,"2019-03-06","124 hillside, greystones, co wicklow","wicklow",485000,"No","No","Second-Hand Dwelling house /Apartment",2019,485000,"greystones","leinster"
"357234",357312,"2019-03-06","16 charlesland wood, greystones, wicklow","wicklow",3e+05,"No","No","Second-Hand Dwelling house /Apartment",2019,3e+05,"greystones","leinster"
"357318",357396,"2019-03-06","98 glenheron view, kilcoole road, greystones","wicklow",396475.76,"No","Yes","New Dwelling house /Apartment",2019,449999.9876,"greystones","leinster"
"357508",357586,"2019-03-07","73 glenheron view, glenheron, greystones","wicklow",396475.77,"No","Yes","New Dwelling house /Apartment",2019,449999.99895,"greystones","leinster"
"357853",357931,"2019-03-08","leabeg lane, newcastle, greystones","wicklow",462500,"No","No","Second-Hand Dwelling house /Apartment",2019,462500,"greystones","leinster"
"357869",357947,"2019-03-08","st marthas, kimberley rd, greystones","wicklow",6e+05,"No","No","Second-Hand Dwelling house /Apartment",2019,6e+05,"greystones","leinster"
"357977",358055,"2019-03-11","68 glenheron view, greystones","wicklow",453744,"No","Yes","New Dwelling house /Apartment",2019,514999.44,"greystones","leinster"
"358161",358239,"2019-03-12","77 glenheron view, glenheron, greystones","wicklow",440500,"No","Yes","New Dwelling house /Apartment",2019,499967.5,"greystones","leinster"
"358385",358463,"2019-03-14","1 seagreen avenue, blacklion, greystones","wicklow",585000,"No","No","Second-Hand Dwelling house /Apartment",2019,585000,"greystones","leinster"
"358414",358492,"2019-03-14","18 glenheron view, greystones","wicklow",515418,"No","Yes","New Dwelling house /Apartment",2019,584999.43,"greystones","leinster"
"358508",358586,"2019-03-14","79 glenheron view, greystones","wicklow",440484,"No","Yes","New Dwelling house /Apartment",2019,499949.34,"greystones","leinster"
"358960",359038,"2019-03-19","155 seabourne view, charlesland, greystones","wicklow",375000,"No","No","Second-Hand Dwelling house /Apartment",2019,375000,"greystones","leinster"
"358999",359077,"2019-03-19","34 seagreen gate, blacklion, greystones","wicklow",427312.77,"No","Yes","New Dwelling house /Apartment",2019,484999.99395,"greystones","leinster"
"359032",359110,"2019-03-19","72 glenheron view, greystones","wicklow",387665,"No","Yes","New Dwelling house /Apartment",2019,439999.775,"greystones","leinster"
"359306",359384,"2019-03-21","15 burnaby mews, greystones, wicklow","wicklow",465000,"No","No","Second-Hand Dwelling house /Apartment",2019,465000,"greystones","leinster"
"359345",359423,"2019-03-21","294 redford park, greystones, wicklow","wicklow",325000,"No","No","Second-Hand Dwelling house /Apartment",2019,325000,"greystones","leinster"
"359513",359591,"2019-03-22","14 glenheron view, glenheron, greystones","wicklow",515418.5,"No","Yes","New Dwelling house /Apartment",2019,584999.9975,"greystones","leinster"
"359541",359619,"2019-03-22","199 glenheron view, glenheron, greystones","wicklow",396475.77,"No","Yes","New Dwelling house /Apartment",2019,449999.99895,"greystones","leinster"
"360230",360308,"2019-03-27","74 glenheron view, glenheron, greystones","wicklow",440484.58,"No","Yes","New Dwelling house /Apartment",2019,499949.9983,"greystones","leinster"
"360555",360634,"2019-03-29","110 glenheron view, glenheron, greystones","wicklow",440484,"No","Yes","New Dwelling house /Apartment",2019,499949.34,"greystones","leinster"
"360887",360966,"2019-04-01","111 concordia building, seabourne view apt, greystones","wicklow",317500,"No","No","Second-Hand Dwelling house /Apartment",2019,317500,"greystones","leinster"
"360888",360967,"2019-04-01","112 glenheron view, glenheron, greystones","wicklow",448537,"No","Yes","New Dwelling house /Apartment",2019,509089.495,"greystones","leinster"
"361056",361135,"2019-04-01","97 glenheron view, glenheron, greystones","wicklow",453744.49,"No","Yes","New Dwelling house /Apartment",2019,514999.99615,"greystones","leinster"
"361503",361582,"2019-04-04","23 glenheron view, glenheron, greystones","wicklow",515420,"No","Yes","New Dwelling house /Apartment",2019,585001.7,"greystones","leinster"
"361727",361806,"2019-04-05","224 charlesland wood, greystones, wicklow","wicklow",290000,"No","No","Second-Hand Dwelling house /Apartment",2019,290000,"greystones","leinster"
